"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data","prev_rate","replica_comp"
"Abalistes stellatus",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Aetobatus narinari",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Arothron stellatus",3,"LAG",1,15,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Carangoides dinema",3,"LAG",1,15,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Carangoides plagiotaenia",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Caranx ignobilis",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Diagramma pictum",2.75,"BAY",1,10,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Elops hawaiensis",1,"BAY",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Epinephelus malabaricus",3,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Himantura fai",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus genivittatus",10.99,"LAG",1,100,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus olivaceus",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",1,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis xanthozona",1,"BAY",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Parupeneus heptacanthus",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Pentapodus nagasakiensis",-0.043,"LAG",1,25,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Pristotis obtusirostris",1,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",0.5,"LAG",1,25,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Scomberomorus commerson",1,"LAG",1,20,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Synodus dermatogenys",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Taeniura meyeni",0,"LAG",1,5,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Upeneus moluccensis",1,"LAG",1,10,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Upeneus vittatus",1,"LAG",1,15,"BAY_LAG","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Abalistes stellatus",-0.167,"OFFSHORE",1,10,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Arothron stellatus",0,"INSHORE",1,10,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Carangoides plagiotaenia",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Caranx ignobilis",0,"OFFSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Elops hawaiensis",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Epinephelus malabaricus",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Halichoeres trimaculatus",10.377,"OFFSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Himantura fai",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus olivaceus",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",4.208,"OFFSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Lutjanus vitta",0,"OFFSHORE",1,10,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",7,"OFFSHORE",1,30,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis australis",6.556,"OFFSHORE",1,30,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis xanthozona",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Parupeneus heptacanthus",3.167,"OFFSHORE",1,10,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Parupeneus pleurostigma",12.125,"OFFSHORE",1,30,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Pentapodus nagasakiensis",6.25,"OFFSHORE",1,40,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Scomberomorus commerson",1,"INSHORE",1,20,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Synodus dermatogenys",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Taeniura meyeni",0,"INSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Thalassoma lunare",7.217,"OFFSHORE",1,30,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Upeneus sundaicus",4.667,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","bininter","maxN","prev_0","ABORE_vs_MBERE"
"Abalistes stellatus",2.076,"BAR",1,10,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus blochii",5.206,"BAR",1,15,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus mata",2,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus olivaceus",3.778,"BAR",1,10,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus xanthopterus",2.151,"BAR",1,10,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Amblygobius phalaena",3,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Aprion virescens",2,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Atule mate",13.721,"BAY",1,40,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Balistoides viridescens",2,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Bodianus perditio",0,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Caesio caerulaurea",2,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Canthigaster valentini",4.762,"BAR",1,15,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Carangoides dinema",0,"BAY",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Caranx ignobilis",0,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Centropyge tibicen",5.595,"BAR",1,20,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon auriga",14.72,"BAR",1,30,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon ephippium",3,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon kleinii",13.612,"BAR",1,25,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon melannotus",3,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon mertensii",4.333,"BAR",1,15,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon plebeius",0,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Cheilinus chlorourus",3,"BAR",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chromis viridis",15,"BAR",1,25,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Dascyllus aruanus",15.75,"BAR",1,30,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Decapterus macarellus",3.208,"BAY",1,15,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Echeneis naucrates",1,"BAY",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Elops hawaiensis",1,"BAY",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Labroides dimidiatus",9,"BAR",1,15,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Leiognathus fasciatus",7.89,"BAY",1,20,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus genivittatus",28.508,"BAY",1,55,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus obsoletus",16.54,"BAY",1,35,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",21.75,"BAR",1,45,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus variegatus",13.75,"BAR",1,30,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Nemipterus peronii",26.954,"BAY",1,45,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",21.75,"BAR",1,45,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Parapercis australis",21.75,"BAR",1,45,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Parapercis xanthozona",1,"BAY",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Synodus variegatus",20.221,"BAY",1,25,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Upeneus tragula",0,"BAY",1,5,"BAR_BAY","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus blochii",6.733,"BAR",1,15,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus mata",2,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus olivaceus",4.333,"BAR",1,10,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus xanthopterus",3.5,"BAR",1,10,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Aetobatus narinari",2,"LAG",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Amblygobius phalaena",3,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Aprion virescens",2,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Arothron stellatus",2.333,"LAG",1,15,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Atule mate",1.559,"LAG",1,15,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Balistoides viridescens",2,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Bodianus perditio",2,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Caesio caerulaurea",2,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Canthigaster valentini",5.3,"BAR",1,15,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Carangoides dinema",2.5,"LAG",1,10,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Carangoides plagiotaenia",0,"LAG",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Centropyge tibicen",7.733,"BAR",1,20,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon auriga",17.735,"BAR",1,30,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon ephippium",3,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon kleinii",16.102,"BAR",1,25,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon melannotus",3,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon mertensii",6.75,"BAR",1,15,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon plebeius",3,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Cheilinus chlorourus",3,"BAR",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chromis viridis",18,"BAR",1,25,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Dascyllus aruanus",19,"BAR",1,30,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Decapterus macarellus",6.889,"LAG",1,25,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Echeneis naucrates",3.333,"LAG",1,10,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Epinephelus malabaricus",0.5,"LAG",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Halichoeres trimaculatus",25,"BAR",1,45,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Himantura fai",1.333,"LAG",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Labroides dimidiatus",12,"BAR",1,15,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus genivittatus",27.936,"LAG",1,55,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus obsoletus",4,"LAG",1,15,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus olivaceus",1,"LAG",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus variegatus",17,"BAR",1,30,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Nemipterus peronii",8.878,"LAG",1,40,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",25,"BAR",1,45,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Parapercis australis",25,"BAR",1,45,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Parupeneus barberinoides",23,"BAR",1,35,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Pseudalutarius nasicornis",5.5,"LAG",1,25,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Synodus dermatogenys",1,"LAG",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Synodus variegatus",6.131,"LAG",1,35,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Taeniura meyeni",2,"LAG",1,5,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Upeneus moluccensis",3,"LAG",1,10,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Upeneus tragula",1.5,"LAG",1,10,"BAR_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Abalistes stellatus",0,"LAG",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Aetobatus narinari",4,"LAG",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Arothron stellatus",1,"LAG",1,15,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Atule mate",1.996,"BAY",1,55,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Carangoides plagiotaenia",0,"LAG",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Caranx ignobilis",4,"LAG",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Decapterus macarellus",-2,"LAG",1,40,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Echeneis naucrates",4.5,"LAG",1,15,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Elops hawaiensis",0,"BAY",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Epinephelus malabaricus",0,"LAG",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Halichoeres trimaculatus",0,"BAY",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lagocephalus sceleratus",1.339,"BAY",1,45,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Leiognathus fasciatus",8.25,"BAY",1,20,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus genivittatus",0,"BAY",1,100,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus obsoletus",3,"BAY",1,50,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus olivaceus",0,"LAG",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lutjanus vitta",0,"BAY",1,5,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Pentapodus nagasakiensis",2,"LAG",1,25,"BAY_LAG","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus blochii",0,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus mata",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus olivaceus",0,"OFFSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Acanthurus xanthopterus",0,"OFFSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Amblygobius phalaena",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Aprion virescens",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Atule mate",7.11,"INSHORE",1,36.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Balistoides viridescens",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Bodianus perditio",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Caesio caerulaurea",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Canthigaster valentini",0,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Centropyge tibicen",0,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon auriga",6.333,"OFFSHORE",1,20,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon ephippium",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon kleinii",5.75,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon melannotus",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon mertensii",0,"OFFSHORE",1,10,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Chaetodon plebeius",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Cheilinus chlorourus",0,"OFFSHORE",1,3.33333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Decapterus macarellus",3.167,"INSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Halichoeres trimaculatus",4.167,"OFFSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus obsoletus",5.796,"INSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",2.833,"OFFSHORE",1,33.3333333333333,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Nemipterus peronii",8.737,"INSHORE",1,56.6666666666667,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",4.056,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Parapercis australis",4.056,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Parupeneus pleurostigma",4.056,"OFFSHORE",1,30,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Synodus variegatus",0.933,"INSHORE",1,40,"INSHORE_OFFSHORE","terinter","pres/abs","prev_0","ABORE_vs_MBERE"
"Abalistes stellatus",0.727,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus blochii",3.683,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus mata",2,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus olivaceus",2.389,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus xanthopterus",2.008,"BAR",1,10,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Amblygobius phalaena",3,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Aprion virescens",0.5,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Atule mate",14.683,"BAY",1,40,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Balistoides viridescens",0.5,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Bodianus perditio",0,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Caesio caerulaurea",2,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Canthigaster valentini",1.238,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Carangoides dinema",0,"BAY",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Caranx ignobilis",0,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Centropyge tibicen",3.381,"BAR",1,20,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon auriga",9.445,"BAR",1,30,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon ephippium",0,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon kleinii",8.389,"BAR",1,25,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon melannotus",0,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon mertensii",1.167,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chaetodon plebeius",0,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Cheilinus chlorourus",0,"BAR",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Chromis viridis",15,"BAR",1,25,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Dascyllus aruanus",15.75,"BAR",1,30,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Decapterus macarellus",5.292,"BAY",1,15,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Echeneis naucrates",1,"BAY",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Elops hawaiensis",1,"BAY",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Halichoeres trimaculatus",21.4,"BAR",1,50,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Labroides dimidiatus",8,"BAR",1,15,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lagocephalus sceleratus",5,"BAY",1,45,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Leiognathus fasciatus",9.667,"BAY",1,20,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus genivittatus",33.746,"BAY",1,55,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus obsoletus",18.178,"BAY",1,35,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus rubrioperculatus",21.212,"BAR",1,45,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Lethrinus variegatus",11.25,"BAR",1,30,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Nemipterus peronii",30.345,"BAY",1,45,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Oxycheilinus bimaculatus",19.212,"BAR",1,45,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis australis",18.308,"BAR",1,45,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Parapercis xanthozona",1,"BAY",1,5,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Synodus variegatus",18.773,"BAY",1,25,"BAR_BAY","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Abalistes stellatus",2.23,"BAR",1,15,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus blochii",2.083,"BAR",1,15,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
"Acanthurus mata",0,"BAR",1,5,"BAR_LAG","terinter","maxN","prev_0","ABORE_vs_MBERE"
